SearchResults
Search type: State,,,,
California,,,,
Accepted Symbol,Synonym Symbol,Scientific Name,Common Name,FIPS Code
PEEXE,CHEX,Chaetopappa exilis (A. Gray) D.D. Keck,,US06
PEEXE,PEEXD,Pentachaeta exilis (A. Gray) A. Gray var. discoidea A. Gray,,US06
PEFR6,,Pentachaeta fragilis Brandegee,fragile pygmydaisy,US06
PEFR6,CHFR2,Chaetopappa fragilis (Brandegee) D.D. Keck,,US06
PELY4,,Pentachaeta lyonii A. Gray,Lyon's pygmydaisy,US06
PELY4,CHLY,Chaetopappa lyonii (A. Gray) D.D. Keck,,US06
PENTA2,,Pentaglottis Tausch,pentaglottis,US06
PESE10,,Pentaglottis sempervirens (L.) Tausch ex L.H. Bailey,evergreen bugloss,US06
PESE10,CASE19,Caryolophora sempervirens (L.) Fisch. & Trautv.,,US06
PESE10,ANSE12,Anchusa sempervirens L.,,US06
PENTA10,,"Pentagramma Yatsk., Windham & E. Wollenw.",goldback fern,US06
PEPA40,,"Pentagramma pallida (Weath.) Yatsk., Windham & E. Wollenw.",pale silverback fern,US06
PEPA40,PIPA5,Pityrogramma pallida (Weath.) K.S. Alt & V.E. Grant,,US06
PEPA40,PITRP,Pityrogramma triangularis (Kaulf.) Maxon var. pallida Weath.,,US06
PETR7,,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw.",goldback fern,US06
PETRM,PITRM,Pityrogramma triangularis (Kaulf.) Maxon var. maxonii Weath.,,US06
PETRM,,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw. ssp. maxonii (Weath.) Yatsk., Windham & E. Wollenw.",Maxon's goldback fern,US06
PETRT,,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw. ssp. triangularis",goldback fern,US06
PETRT,PITR,Pityrogramma triangularis (Kaulf.) Maxon,,US06
PETRT,PETRS,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw. ssp. semipallida (J.T. Howell) Yatsk., Windham & E. Wollenw.",,US06
PETRT,PISE6,"Pityrogramma semipallida J.T. Howell, nom. inq.",,US06
PETRT,PETRR,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw. ssp. rebmanii Winner & M.G. Simpson",,US06
PETRT,PITRV,Pityrogramma triangularis (Kaulf.) Maxon var. viridis Hoover,,US06
PETRT,PITRS,Pityrogramma triangularis (Kaulf.) Maxon var. semipallida J.T. Howell,,US06
PETRV,,"Pentagramma triangularis (Kaulf.) Yatsk., Windham & E. Wollenw. ssp. viscosa (D.C. Eaton) Yatsk., Windham & E. Wollenw.",silverback fern,US06
PETRV,PIVI3,Pityrogramma viscosa (D.C. Eaton) Maxon,,US06
PETRV,PITRV2,Pityrogramma triangularis (Kaulf.) Maxon var. viscosa (D.C. Eaton) Weath.,,US06
PERAP,,Peraphyllum Nutt.,peraphyllum,US06
PERA4,,Peraphyllum ramosissimum Nutt.,wild crab apple,US06
PERIC4,,Pericallis Webb,ragwort,US06
PEHY13,PECU4,Pericallis cuneata (L'Hér.) Bolle,,US06
PEHY13,,Pericallis hybrida B. Nord.,common ragwort,US06
PEHY13,SEHY5,Senecio hybridus (Willd.) Regel,,US06
PEHY13,PECU5,"Pericallis cuneata (DC., non Roth) Webb & Bethel.",,US06
PEHY13,SECR4,Senecio cruentus DC.,,US06
PERIC,,Pericome A. Gray,pericome,US06
PECA10,PECAG,Pericome caudata A. Gray var. glandulosa (Goodman) Harrington,,US06
PECA10,,Pericome caudata A. Gray,mountain tail-leaf,US06
PECA10,PEGL22,Pericome glandulosa Goodman,,US06
PERID,,Perideridia Rchb.,yampah,US06
PEBA5,,Perideridia bacigalupii T.I. Chuang & Constance,Mother Lode yampah,US06
PEBO2,,Perideridia bolanderi (A. Gray) A. Nelson & J.F. Macbr.,Bolander's yampah,US06
PEBOB,,Perideridia bolanderi (A. Gray) A. Nelson & J.F. Macbr. ssp. bolanderi,Bolander's yampah,US06
PEBOI,,Perideridia bolanderi (A. Gray) A. Nelson & J.F. Macbr. ssp. involucrata T.I. Chuang & Constance,Bolander's yampah,US06
PECA14,,Perideridia californica (Torr.) A. Nelson & J.F. Macbr.,California yampah,US06
PEGA3,,Perideridia gairdneri (Hook. & Arn.) Mathias,Gardner's yampah,US06
PEGAB,CAMO21,Carum montanum Blank.,,US06
PEGAB,,Perideridia gairdneri (Hook. & Arn.) Mathias ssp. borealis T.I. Chuang & Constance,common yampah,US06
PEGAB,PEMO7,Perideridia montana (Blank.) Dorn,,US06
PEGAB,ATMO,Atenia montana (Blank.) Rydb.,,US06
PEGAG,,Perideridia gairdneri (Hook. & Arn.) Mathias ssp. gairdneri,Gairdner's yampah,US06
PEGAG,CAGA7,Carum gairdneri (Hook. & Arn.) A. Gray,,US06
PEHO5,,Perideridia howellii (J.M. Coult. & Rose) Mathias,Howell's yampah,US06
PEKE,,Perideridia kelloggii (A. Gray) Mathias,Kellogg's yampah,US06
PELE5,,Perideridia lemmonii (J.M. Coult. & Rose) T.I. Chuang & Constance,Lemmon's yampah,US06
PELE6,,Perideridia leptocarpa T.I. Chuang & Constance,narrowseed yampah,US06
PEOR6,,Perideridia oregana (S. Watson) Mathias,Oregon yampah,US06
PEPA21,,Perideridia parishii (J.M. Coult. & Rose) A. Nelson & J.F. Macbr.,Parish's yampah,US06
PEPAL,,Perideridia parishii (J.M. Coult. & Rose) A. Nelson & J.F. Macbr. ssp. latifolia (A. Gray) T.I. Chuang & Constance,Parish's yampah,US06
PEPAP2,,Perideridia parishii (J.M. Coult. & Rose) A. Nelson & J.F. Macbr. ssp. parishii,Parish's yampah,US06
PEPR5,,Perideridia pringlei (J.M. Coult. & Rose) A. Nelson & J.F. Macbr.,adobe yampah,US06
PERIT,,Perityle Benth.,rockdaisy,US06
PEEM,,Perityle emoryi Torr.,Emory's rockdaisy,US06
PEEM,PEEMN,Perityle emoryi Torr. var. nuda (Torr.) A. Gray,,US06
PEIN12,LAIN10,Laphamia intricata Brandegee,,US06
PEIN12,,Perityle intricata (Brandegee) Shinners,narrowleaf laphamia,US06
PEIN12,PEMEI,Perityle megalocephala (S. Watson) J.F. Macbr. var. intricata (Brandegee) A. Powell,,US06
PEIN12,LAMEI,Laphamia megalocephala S. Watson ssp. intricata (Brandegee) D.D. Keck,,US06
PEIN8,,Perityle inyoensis (Ferris) A. Powell,Inyo rockdaisy,US06
PEIN8,LAIN9,Laphamia inyoensis Ferris,,US06
PEME6,,Perityle megalocephala (S. Watson) J.F. Macbr.,Nevada rockdaisy,US06
PEMEM,,Perityle megalocephala (S. Watson) J.F. Macbr. var. megalocephala,Nevada rockdaisy,US06
PEMEM,LAME3,Laphamia megalocephala S. Watson,,US06
PEMEO,,Perityle megalocephala (S. Watson) J.F. Macbr. var. oligophylla A. Powell,small-leaved rockdaisy,US06
PEVI9,,Perityle villosa (S.F. Blake) Shinners,Hanaupah rockdaisy,US06
PEVI9,LAVI5,Laphamia villosa S.F. Blake,,US06
PETAL,,Petalonyx A. Gray,sandpaper plant,US06
PELI5,,Petalonyx linearis Greene,narrowleaf sandpaper plant,US06
PENI,,Petalonyx nitidus S. Watson,shinyleaf sandpaper plant,US06
PETH4,,Petalonyx thurberi A. Gray,Thurber's sandpaper plant,US06
PETHG,PEGI3,Petalonyx gilmanii Munz,,US06
PETHG,PETHG2,Petalonyx thurberi A. Gray var. gilmanii (Munz) L.D. Benson,,US06
PETHG,,Petalonyx thurberi A. Gray ssp. gilmanii (Munz) Davis & H.J. Thomp.,Death Valley sandpaper plant,US06
PETHT,,Petalonyx thurberi A. Gray ssp. thurberi,Thurber's sandpaper plant,US06
PETAS,,Petasites Mill.,butterbur,US06
PEFR5,,Petasites frigidus (L.) Fr.,arctic sweet coltsfoot,US06
PEFRP,,Petasites frigidus (L.) Fr. var. palmatus (Aiton) Cronquist,arctic sweet coltsfoot,US06
PEFRP,NAAR3,Nardosmia arctica (A.E. Porsild) Á. Löve & D. Löve,,US06
PEFRP,PEFRA3,Petasites frigidus (L.) Fr. ssp. arcticus (A.E. Porsild) Cody,,US06
PEFRP,PEAR5,Petasites arcticus A.E. Porsild,,US06
PEFRP,PEPA31,Petasites palmatus (Aiton) A. Gray,,US06
PEFRP,PESP7,Petasites speciosus (Nutt.) Piper,,US06
PEFRP,PEFRP2,Petasites frigidus (L.) Fr. ssp. palmatus (Aiton) Cody,,US06
PEFRP,PEHO7,Petasites hookerianus (Nutt.) Rydb.,,US06
PETER,,Peteria A. Gray,peteria,US06
PETH5,PENE7,Peteria nevadensis Tidestr.,,US06
PETH5,,Peteria thompsoniae S. Watson,Thompson's peteria,US06
PETRA,,Petradoria Greene,rock goldenrod,US06
PEPU7,,Petradoria pumila (Nutt.) Greene,rock goldenrod,US06
PEPUP,,Petradoria pumila (Nutt.) Greene ssp. pumila,rock goldenrod,US06
PEPUP,SOPE7,Solidago petradoria S.F. Blake,,US06
PETRO3,PETRO2,"Petrophyton Rydb., orth. var.",,US06
PETRO3,,Petrophytum (Nutt. ex Torr. & A. Gray) Rydb.,rockspirea,US06
PEAC4,PECAA,Petrophytum caespitosum (Nutt.) Rydb. ssp. acuminatum (Rydb.) Munz,,US06
PEAC4,,Petrophytum acuminatum Rydb.,big arroyo rockmat,US06
PECA12,,Petrophytum caespitosum (Nutt.) Rydb.,mat rockspirea,US06
PECAC2,SPCA13,Spiraea caespitosa Nutt.,,US06
PECAC2,PECAC7,Petrophytum caespitosum (Nutt.) Rydb. ssp. caespitosum,,US06
PECAC2,,Petrophytum caespitosum (Nutt.) Rydb. var. caespitosum,mat rockspirea,US06
PECAC2,ERCA28,Eriogynia caespitosa (Nutt.) S. Watson,,US06
PETRO,,Petrorhagia (Ser.) Link,pink,US06
PEDU2,PEVE3,Petrorhagia velutina (Guss.) P.W. Ball & Heywood,,US06
PEDU2,,Petrorhagia dubia (Raf.) G. López & Romo,hairypink,US06
PEDU2,TUVE,Tunica velutina (Guss.) Fisch. & C.A. Mey.,,US06
PEDU2,DIVE3,Dianthus velutinus Guss.,,US06
PEDU2,KOVE2,Kohlrauschia velutina (Guss.) Rchb.,,US06
PENA2,,Petrorhagia nanteuilii (Burnat) P.W. Ball & Heywood,proliferous pink,US06
PEPR4,,Petrorhagia prolifera (L.) P.W. Ball & Heywood,childing pink,US06
PEPR4,DIPR3,Dianthus prolifer L.,,US06
PEPR4,TUPR2,Tunica prolifera (L.) Scop.,,US06
PETRO6,,Petroselinum J. Hill,parsley,US06
PECR2,PEVU4,Petroselinum vulgare Lagasca,,US06
PECR2,,Petroselinum crispum (Mill.) Nyman ex A.W. Hill,parsley,US06
PECR2,PEHO6,Petroselinum hortense Hoffm.,,US06
PECR2,APPE,Apium petroselinum L.,,US06
PECR2,CAPE33,Carum petroselinum (L.) Benth. & Hook. f.,,US06
PECR2,PESA17,Petroselinum sativum Hoffm.,,US06
PETUN,,Petunia Juss.,petunia,US06
PEAX,,"Petunia axillaris (Lam.) Britton, Sterns & Poggenb.",large white petunia,US06
PEAX,PEVI6,Petunia violacea auct. non Juss.,,US06
PEIN5,,Petunia integrifolia (Hook.) Schinz & Thell.,violetflower petunia,US06
PEIN5,PEVI18,Petunia violacea Lindl.,,US06
PEUCE2,,Peucephyllum A. Gray,pygmycedar,US06
PESC4,,Peucephyllum schottii A. Gray,Schott's pygmycedar,US06
PHACE,,Phacelia Juss.,phacelia,US06
PHAD,MIGL9,Miltitzia glandulifera (Torr. ex S. Watson) A. Heller,,US06
PHAD,,Phacelia adenophora J.T. Howell,glandular yellow phacelia,US06
PHAD,PHLUG,Phacelia lutea (Hook. & Arn.) J.T. Howell var. glandulifera (Torr. ex S. Watson) Cronquist,,US06
PHAF,PHAFP,Phacelia affinis A. Gray var. patens J.T. Howell,,US06
PHAF,,Phacelia affinis A. Gray,limestone phacelia,US06
PHAM,,Phacelia amabilis Constance,Saline Valley phacelia,US06
PHAN,,Phacelia anelsonii J.F. Macbr.,Aven Nelson's phacelia,US06
PHAR,,Phacelia argentea A. Nelson & J.F. Macbr.,sanddune phacelia,US06
PHAU,,Phacelia austromontana J.T. Howell,Southern Sierra phacelia,US06
PHAU,PHLO8,Phacelia lobata (Davidson) Jeps.,,US06
PHAU,PHHUL,Phacelia humilis Torr. & A. Gray var. lobata Davidson,,US06
PHBA,,Phacelia barnebyana J.T. Howell,Barneby's phacelia,US06
PHBI,,Phacelia bicolor Torr. ex S. Watson,twocolor phacelia,US06
PHBI,PHBIB2,Phacelia bicolor Torr. ex S. Watson var. bicolor,,US06
PHBO,,Phacelia bolanderi A. Gray,Bolander's phacelia,US06
PHBR,,Phacelia brachyloba (Benth.) A. Gray,shortlobe phacelia,US06
PHBR2,,Phacelia breweri A. Gray,Brewer's phacelia,US06
PHCA,,Phacelia californica Cham.,California phacelia,US06
PHCA2,,Phacelia calthifolia Brand,calthaleaf phacelia,US06
PHCA3,,Phacelia campanularia A. Gray,desertbells,US06
PHCAC2,,Phacelia campanularia A. Gray ssp. campanularia,desertbells,US06
PHCAV,,Phacelia campanularia A. Gray ssp. vasiformis G.W. Gillett,desertbells,US06
PHCI,,Phacelia cicutaria Greene,caterpillar phacelia,US06
PHCIC,,Phacelia cicutaria Greene var. cicutaria,caterpillar phacelia,US06
PHCIH2,,Phacelia cicutaria Greene var. hispida (A. Gray) J.T. Howell,caterpillar phacelia,US06
PHCIH2,PHCIH4,Phacelia cicutaria Greene ssp. hispida (A. Gray) R.M. Beauch. ex Thorne,,US06
PHCI2,,Phacelia ciliata Benth.,Great Valley phacelia,US06
PHCIC2,,Phacelia ciliata Benth. var. ciliata,Great Valley phacelia,US06
PHCIO,,Phacelia ciliata Benth. var. opaca J.T. Howell,Great Valley phacelia,US06
PHCO,,Phacelia coerulea Greene,skyblue phacelia,US06
PHCO,PHIN2,Phacelia intermedia Wooton p.p.,,US06
PHCO,PHCA43,"Phacelia caerulea Greene, orth. var.",,US06
PHCO18,,Phacelia congdonii Greene,Congdon's phacelia,US06
PHCO18,PHDIC,Phacelia divaricata (Benth.) A. Gray var. congdonii (Greene) Munz,,US06
PHCO20,,Phacelia cookei Constance & Heckard,Cooke's phacelia,US06
PHCO3,,Phacelia corymbosa Jeps.,serpentine phacelia,US06
PHCR,,Phacelia crenulata Torr. ex S. Watson,cleftleaf wildheliotrope,US06
PHCRA2,,Phacelia crenulata Torr. ex S. Watson var. ambigua (M.E. Jones) J.F. Macbr.,purplestem phacelia,US06
PHCRA2,PHAM8,Phacelia ambigua M.E. Jones,,US06
PHCRC3,,Phacelia crenulata Torr. ex S. Watson var. crenulata,cleftleaf wildheliotrope,US06
PHCRC3,PHCRV2,Phacelia crenulata Torr. ex S. Watson var. vulgaris Brand,,US06
PHCRC3,PHCRF,Phacelia crenulata Torr. ex S. Watson var. funerea J. Voss ex Munz,,US06
PHCRM,,Phacelia crenulata Torr. ex S. Watson var. minutiflora (J. Voss) Jeps.,cleftleaf wildheliotrope,US06
PHCRM,PHAMM,Phacelia ambigua M.E. Jones var. minutiflora (J. Voss) N.D. Atwood,,US06
PHCRM,PHMI9,Phacelia minutiflora J. Voss,,US06
PHCR2,,Phacelia cryptantha Greene,hiddenflower phacelia,US06
PHCR2,PHCRD,Phacelia cryptantha Greene var. derivata J. Voss,,US06
PHCU,,Phacelia curvipes Torr. ex S. Watson,Washoe phacelia,US06
PHDA3,PHCUM,Phacelia curvipes Torr. ex S. Watson var. macrantha (Parish) Munz,,US06
PHDA3,,Phacelia davidsonii A. Gray,Davidson's phacelia,US06
PHDI,PHDIA,Phacelia distans Benth. var. australis Brand,,US06
PHDI,,Phacelia distans Benth.,distant phacelia,US06
PHDI,PHCI3,Phacelia cinerea Eastw. ex J.F. Macbr.,,US06
PHDI2,,Phacelia divaricata (Benth.) A. Gray,divaricate phacelia,US06
PHDO,,Phacelia douglasii (Benth.) Torr.,Douglas' phacelia,US06
PHDOD,,Phacelia douglasii (Benth.) Torr. var. douglasii,Douglas' phacelia,US06
PHDOP,,Phacelia douglasii (Benth.) Torr. var. petrophila Jeps.,rockloving phacelia,US06
PHEG,,Phacelia egena (Greene ex Brand) Greene ex J.T. Howell,Kaweah River phacelia,US06
PHEG,PHMA13,Phacelia magellanica (Lam.) Coville p.p.,,US06
PHEI,,Phacelia eisenii Brandegee,Eisen's phacelia,US06
PHEI,PHEIB,Phacelia eisenii Brandegee var. brandegeeana J.T. Howell,,US06
PHEX,,Phacelia exilis (A. Gray) G.L. Lee,Transverse Range phacelia,US06
PHEX,PHMOE,Phacelia mohavensis A. Gray var. exilis,,US06
PHFL,,Phacelia floribunda Greene,southern island phacelia,US06
PHFR2,,Phacelia fremontii Torr.,Fremont's phacelia,US06
PHGE2,,Phacelia geraniifolia Brand,geraniumleaf phacelia,US06
PHGE2,PHPEJ,Phacelia perityloides Coville var. jaegeri Munz,,US06
PHGL2,,Phacelia glandulifera Piper,sticky phacelia,US06
PHGL2,PHIVG,Phacelia ivesiana Torr. var. glandulifera (Piper) A. Nelson & J.F. Macbr.,,US06
PHGR,,Phacelia grandiflora (Benth.) A. Gray,largeflower phacelia,US06
PHGR2,,Phacelia greenei J.T. Howell,Scott Valley phacelia,US06
PHGR3,,Phacelia grisea A. Gray,Santa Lucia phacelia,US06
PHGY,,Phacelia gymnoclada Torr. ex S. Watson,nakedstem phacelia,US06
PHGY,PHCR5,Phacelia crassifolia Torr. ex S. Watson,,US06
PHHA,,Phacelia hastata Douglas ex Lehm.,silverleaf phacelia,US06
PHHAC3,,Phacelia hastata Douglas ex Lehm. var. compacta (Brand) Cronquist,compact phacelia,US06
PHHAC3,PHFR3,Phacelia frigida Greene,,US06
PHHAC3,PHHAC,Phacelia hastata Douglas ex Lehm. ssp. compacta (Brand) Heckard,,US06
PHHAD,PHDA6,Phacelia dasyphylla Greene ex J.F. Macbr.,,US06
PHHAD,PHFRD,Phacelia frigida Greene ssp. dasyphylla (Greene ex J.F. Macbr.) Heckard,,US06
PHHAD,PHHED,Phacelia heterophylla Pursh var. dasyphylla Greene ex J.F. Macbr.,,US06
PHHAD,,Phacelia hastata Douglas ex Lehm. var. dasyphylla (Greene ex J.F. Macbr.) Kartesz & Gandhi,spearshaped phacelia,US06
PHHAH,,Phacelia hastata Douglas ex Lehm. var. hastata,silverleaf phacelia,US06
PHHAH,PHHAA,Phacelia hastata Douglas ex Lehm. var. alpina (Rydb.) Cronquist,,US06
PHHAH,PHHAL,Phacelia hastata Douglas ex Lehm. var. leucophylla (Torr.) Cronquist,,US06
PHHAH,PHAL11,Phacelia alpina Rydb.,,US06
PHHAH,PHLEA2,Phacelia leucophylla Torr. var. alpina (Rydb.) Dundas,,US06
PHHAH,PHHAH2,Phacelia hastata Douglas ex Lehm. ssp. hastata,,US06
PHHAH,PHLE16,Phacelia leucophylla Torr.,,US06
PHHAH,PHLES,Phacelia leucophylla Torr. var. suksdorfii J.F. Macbr.,,US06
PHHAH,PHORS,Phacelia oreopola Heckard ssp. simulans,,US06
PHHE2,,Phacelia heterophylla Pursh,varileaf phacelia,US06
PHHEV,PHHEV3,Phacelia heterophylla Pursh var. virgata (Greene) Dorn,,US06
PHHEV,,Phacelia heterophylla Pursh ssp. virgata (Greene) Heckard,varileaf phacelia,US06
PHHU4,PHCIH3,Phacelia cicutaria Greene var. hubbyi (J.F. Macbr.) J.T. Howell,,US06
PHHU4,,Phacelia hubbyi (J.F. Macbr.) L.M. Garrison,caterpillar phacelia,US06
PHHU,,Phacelia humilis Torr. & A. Gray,low phacelia,US06
PHHUD,,Phacelia humilis Torr. & A. Gray var. dudleyi J.T. Howell,Dudley's phacelia,US06
PHHUH,,Phacelia humilis Torr. & A. Gray var. humilis,low phacelia,US06
PHHY,,Phacelia hydrophylloides Torr. ex A. Gray,waterleaf phacelia,US06
PHIM,,Phacelia imbricata Greene,imbricate phacelia,US06
PHIMI,,Phacelia imbricata Greene ssp. imbricata,imbricate phacelia,US06
PHIMI,PHCAB,Phacelia californica Cham. var. bernardina (Greene) Jeps.,,US06
PHIMI,PHIMB,Phacelia imbricata Greene ssp. bernardina (Greene) Heckard,,US06
PHIMP,PHCAP3,Phacelia californica Cham. var. patula (Brand) Jeps.,,US06
PHIMP,,Phacelia imbricata Greene ssp. patula (Brand) Heckard,imbricate phacelia,US06
PHIMP,PHOR3,Phacelia oreopola Heckard,,US06
PHIN13,,Phacelia insularis Munz,coast phacelia,US06
PHINC2,,Phacelia insularis Munz var. continentis J.T. Howell,North Coast phacelia,US06
PHINC2,PHDIC2,Phacelia divaricata (Benth.) A. Gray var. continentis (J.T. Howell) Munz,,US06
PHINI4,PHDII2,Phacelia divaricata (Benth.) A. Gray var. insularis (Munz) Munz,,US06
PHINI4,,Phacelia insularis Munz var. insularis,northern Channel Islands phacelia,US06
PHIN3,,Phacelia inundata J.T. Howell,playa yellow phacelia,US06
PHIN3,MIPA10,Miltitzia parviflora (A. Gray ex Newberry) Brand,,US06
PHIN4,,Phacelia inyoensis (J.F. Macbr.) J.T. Howell,Inyo phacelia,US06
PHIN4,MIIN8,Miltitzia inyoensis J.F. Macbr.,,US06
PHIV,,Phacelia ivesiana Torr.,Ives' phacelia,US06
PHIVI,,Phacelia ivesiana Torr. var. ivesiana,Ives' phacelia,US06
PHIVI,PHIVT,Phacelia ivesiana Torr. var. typica J.T. Howell,,US06
PHIVP,,Phacelia ivesiana Torr. var. pediculoides J.T. Howell,Ives' phacelia,US06
PHIVP,PHPE9,Phacelia pediculoides (J.T. Howell) Constance,,US06
PHIX2,,Phacelia ixodes Kellogg,Costa Baja phacelia,US06
PHLE,,Phacelia lemmonii A. Gray,Lemmon's phacelia,US06
PHLE2,,Phacelia leonis J.T. Howell,Siskiyou phacelia,US06
PHLI,,Phacelia linearis (Pursh) Holz.,threadleaf phacelia,US06
PHLO,PHHA2,Phacelia hardhamiae Munz,,US06
PHLO,,Phacelia longipes Torr. ex A. Gray,longstalk phacelia,US06
PHLY,,Phacelia lyonii (A. Gray) Rydb.,Lyon's phacelia,US06
PHMA2,PHMAL,Phacelia malvifolia Cham. var. loasifolia (Benth.) Brand,,US06
PHMA2,,Phacelia malvifolia Cham.,stinging phacelia,US06
PHMA3,,Phacelia marcescens Eastw. ex J.F. Macbr.,persistentflower phacelia,US06
PHMI,,Phacelia minor (Harv.) Thell.,wild canterbury bells,US06
PHMI,PHWH,Phacelia whitlavia A. Gray,,US06
PHMO,,Phacelia mohavensis A. Gray,Mojave phacelia,US06
PHMO11,,Phacelia monoensis Halse,Mono phacelia,US06
PHMU,,Phacelia mustelina Coville,weasel phacelia,US06
PHMU2,,Phacelia mutabilis Greene,changeable phacelia,US06
PHMU2,PHHEP3,Phacelia heterophylla Pursh var. pseudohispida (Brand) Cronquist,,US06
PHMU2,PHCAJ,Phacelia californica Cham. var. jacintensis Dundas,,US06
PHMU2,PHHEG,Phacelia heterophylla Pursh var. griseophylla (Brand) J.F. Macbr.,,US06
PHNA,,Phacelia nashiana Jeps.,Charlotte's phacelia,US06
PHNE,,Phacelia neglecta M.E. Jones,alkali phacelia,US06
PHNE2,,Phacelia nemoralis Greene,shade phacelia,US06
PHNEN2,,Phacelia nemoralis Greene ssp. nemoralis,shade phacelia,US06
PHNEO,,Phacelia nemoralis Greene ssp. oregonensis Heckard,Oregon phacelia,US06
PHNO,,Phacelia novenmillensis Munz,Nine Mile Canyon phacelia,US06
PHOR,,Phacelia orogenes Brand,mountain phacelia,US06
PHPA,,Phacelia pachyphylla A. Gray,blacktack phacelia,US06
PHPA2,,Phacelia parishii A. Gray,Parish's phacelia,US06
PHPA3,PHPAC2,Phacelia parryi Torr. var. celata Jeps. & Hoover ex Jeps.,,US06
PHPA3,,Phacelia parryi Torr.,Parry's phacelia,US06
PHPE,,Phacelia pedicellata A. Gray,pedicellate phacelia,US06
PHPE2,,Phacelia peirsoniana J.T. Howell,handsome phacelia,US06
PHPE3,,Phacelia perityloides Coville,Panamint phacelia,US06
PHPE3,PHPEP3,Phacelia perityloides Coville var. perityloides,,US06
PHPH,,Phacelia phacelioides (Benth.) Brand,Mt. Diablo phacelia,US06
PHPL,,Phacelia platyloba A. Gray,broadlobe phacelia,US06
PHPR,,Phacelia pringlei A. Gray,Pringle's phacelia,US06
PHPR2,,Phacelia procera A. Gray,tall phacelia,US06
PHPU,,Phacelia pulchella A. Gray,beautiful phacelia,US06
PHPUG,,Phacelia pulchella A. Gray var. gooddingii (Brand) J.T. Howell,Goodding's phacelia,US06
PHPU2,,Phacelia purpusii Brandegee,Purpus' phacelia,US06
PHQU,,Phacelia quickii J.T. Howell,Quick's phacelia,US06
PHRA,,Phacelia racemosa (Kellogg) Brandegee,racemose phacelia,US06
PHRA2,,Phacelia ramosissima Douglas ex Lehm.,branching phacelia,US06
PHRAA,,Phacelia ramosissima Douglas ex Lehm. var. austrolitoralis Munz,branching phacelia,US06
PHRAE,PHER3,Phacelia eremophila Greene,,US06
PHRAE,,Phacelia ramosissima Douglas ex Lehm. var. eremophila (Greene) J.F. Macbr.,branching phacelia,US06
PHRAE,PHRAV,Phacelia ramosissima Douglas ex Lehm. var. valida M. Peck,,US06
PHRAL,,Phacelia ramosissima Douglas ex Lehm. var. latifolia (Torr.) Cronquist,branching phacelia,US06
PHRAL,PHRAS,Phacelia ramosissima Douglas ex Lehm. var. suffrutescens (Parry) A. Gray,,US06
PHRAL,PHSU9,Phacelia suffrutescens Parry,,US06
PHRAM,,Phacelia ramosissima Douglas ex Lehm. var. montereyensis Munz,branching phacelia,US06
PHRAR,,Phacelia ramosissima Douglas ex Lehm. var. ramosissima,branching phacelia,US06
PHRAS2,,Phacelia ramosissima Douglas ex Lehm. var. subglabra M. Peck,branching phacelia,US06
PHRA4,,Phacelia rattanii A. Gray,Rattan's phacelia,US06
PHRO2,,Phacelia rotundifolia Torr. ex S. Watson,roundleaf phacelia,US06
PHSA,,Phacelia saxicola A. Gray,stonecrop phacelia,US06
PHSC5,,Phacelia scopulina (A. Nelson) J.T. Howell,Debeque phacelia,US06
PHSCS2,,Phacelia scopulina (A. Nelson) J.T. Howell var. scopulina,Debeque phacelia,US06
PHSCS2,PHLUS,Phacelia lutea (Hook. & Arn.) J.T. Howell var. scopulina (A. Nelson) Cronquist,,US06
PHSCS2,MISC3,Miltitzia scopulina (A. Nelson) Rydb.,,US06
PHSE,,Phacelia sericea (Graham) A. Gray,silky phacelia,US06
PHSEC,,Phacelia sericea (Graham) A. Gray ssp. ciliosa (Rydb.) G.W. Gillett,silky phacelia,US06
PHSEC,PHSEC2,Phacelia sericea (Graham) A. Gray var. ciliosa Rydb.,,US06
PHSEC,PHCI7,Phacelia ciliosa (Rydb.) Rydb.,,US06
PHST6,,Phacelia stebbinsii Constance & Heckard,Stebbins' phacelia,US06
PHST7,PHDOC,Phacelia douglasii (Benth.) Torr. var. cryptantha Brand,,US06
PHST7,,Phacelia stellaris Brand,star phacelia,US06
PHST7,PHDOC2,Phacelia douglasii (Benth.) Torr. ssp. cryptantha (Brand) R.M. Beauch.,,US06
PHSU,,Phacelia suaveolens Greene,sweetscented phacelia,US06
PHSUK,PHKE2,Phacelia keckii Munz & I.M. Johnst.,,US06
PHSUK,PHSUK2,Phacelia suaveolens Greene var. keckii (Munz & I.M. Johnst.) J.T. Howell,,US06
PHSUK,,Phacelia suaveolens Greene ssp. keckii (Munz & I.M. Johnst.) Thorne,Keck's phacelia,US06
PHSUS,PHSUS5,Phacelia suaveolens Greene var. suaveolens,,US06
PHSUS,,Phacelia suaveolens Greene ssp. suaveolens,sweetscented phacelia,US06
PHTA,PHTAT,Phacelia tanacetifolia Benth. subvar. tenuisecta,,US06
PHTA,,Phacelia tanacetifolia Benth.,lacy phacelia,US06
PHTE,MIPU14,Miltitzia pusilla (A. Gray) Brand,,US06
